"CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn"
5,"No Complains",42,0,393,12,15,8,"30-45","Pay as you go","non-active",30,76.2,"CHURN"
6,"No Complains",42,1,1928,35,15,12,"45-60","Pay as you go","active",45,86.575,"non-CHURN"
8,"No Complains",39,2,7045,107,29,28,"60-75","Pay as you go","active",55,150.78,"non-CHURN"
5,"No Complains",42,0,888,17,24,10,"45-60","Pay as you go","non-active",45,82.625,"CHURN"
5,"No Complains",42,2,598,14,19,8,"60-75","Pay as you go","active",55,37.68,"non-CHURN"
30,"Complains",37,4,16335,248,15,86,"15-30","Pay as you go","active",25,813.735,"non-CHURN"
11,"Complains",40,4,7225,126,286,39,"30-45","contractual","active",30,1438.04,"non-CHURN"
7,"No Complains",42,1,3978,92,17,34,"30-45","Pay as you go","active",30,230.8,"non-CHURN"
8,"No Complains",41,0,1925,54,53,26,"30-45","Pay as you go","non-active",30,291.16,"non-CHURN"
11,"No Complains",42,1,3040,63,190,29,"15-30","Pay as you go","active",25,994.635,"non-CHURN"
9,"No Complains",33,2,1575,46,208,17,"30-45","contractual","active",30,896.84,"non-CHURN"
9,"No Complains",32,1,1828,49,45,74,"60-75","Pay as you go","active",55,95.655,"non-CHURN"
16,"No Complains",33,0,960,35,25,13,"30-45","Pay as you go","non-active",30,139.8,"non-CHURN"
5,"No Complains",32,0,1085,20,36,9,"45-60","Pay as you go","non-active",45,117.625,"non-CHURN"
15,"No Complains",31,1,1485,42,34,19,"15-30","Pay as you go","active",25,221.715,"non-CHURN"
7,"No Complains",31,1,3485,71,23,29,"30-45","Pay as you go","active",30,234.24,"non-CHURN"
7,"No Complains",24,1,1955,36,43,20,"30-45","Pay as you go","active",30,251.64,"non-CHURN"
21,"No Complains",23,2,6653,151,100,48,"15-30","contractual","active",25,756.18,"non-CHURN"
17,"No Complains",21,1,9193,181,88,46,"60-75","Pay as you go","active",55,272.61,"non-CHURN"
13,"No Complains",22,4,3113,55,46,25,"30-45","Pay as you go","active",30,310.72,"non-CHURN"
7,"No Complains",15,2,4650,50,230,16,"30-45","Pay as you go","active",30,1108,"non-CHURN"
8,"Complains",15,2,1748,29,15,13,"30-45","Pay as you go","active",30,131.08,"CHURN"
3,"No Complains",32,0,4110,61,0,11,"15-30","Pay as you go","active",25,187.695,"non-CHURN"
0,"No Complains",33,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
5,"No Complains",31,0,2193,50,344,18,"15-30","Pay as you go","active",25,1648.935,"non-CHURN"
5,"No Complains",32,0,3938,56,0,29,"<15","Pay as you go","active",15,219.67,"non-CHURN"
0,"No Complains",32,0,2133,48,0,27,"<15","Pay as you go","active",15,119.955,"non-CHURN"
6,"No Complains",32,0,3515,72,17,22,"15-30","Pay as you go","active",25,237.915,"non-CHURN"
0,"No Complains",32,0,2100,29,270,12,"30-45","Pay as you go","active",30,1165.16,"non-CHURN"
8,"No Complains",31,1,8855,111,129,37,"30-45","Pay as you go","active",30,874.64,"non-CHURN"
2,"No Complains",32,0,13513,159,0,38,"30-45","Pay as you go","active",30,546.88,"non-CHURN"
2,"No Complains",32,0,4255,73,0,19,"30-45","Pay as you go","active",30,173.12,"non-CHURN"
1,"No Complains",32,0,5658,85,0,6,"15-30","Pay as you go","active",25,258.435,"non-CHURN"
4,"No Complains",32,0,1978,44,0,11,"30-45","Pay as you go","non-active",30,80.88,"non-CHURN"
20,"No Complains",32,2,14880,215,39,26,"30-45","Pay as you go","active",30,759.8,"non-CHURN"
0,"No Complains",32,0,2835,17,468,2,"30-45","Pay as you go","active",30,1986.08,"non-CHURN"
4,"No Complains",31,0,15225,172,135,24,"15-30","Pay as you go","active",25,1300.365,"non-CHURN"
0,"No Complains",31,0,6240,76,171,20,"30-45","Pay as you go","active",30,936.64,"non-CHURN"
0,"No Complains",31,0,615,4,0,5,"15-30","Pay as you go","non-active",25,27.855,"non-CHURN"
0,"No Complains",32,0,450,4,0,2,"15-30","Pay as you go","non-active",25,20.43,"non-CHURN"
0,"No Complains",31,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",31,0,7248,117,369,37,"15-30","Pay as you go","active",25,1991.925,"non-CHURN"
2,"No Complains",31,0,11205,144,0,41,"30-45","Pay as you go","active",30,453.96,"non-CHURN"
3,"No Complains",31,0,6458,65,93,31,"15-30","Pay as you go","active",25,712.035,"non-CHURN"
18,"Complains",27,0,695,37,1,11,"15-30","Pay as you go","non-active",25,37.44,"CHURN"
16,"No Complains",30,7,10175,83,0,36,"45-60","Pay as you go","active",45,256.45,"non-CHURN"
8,"Complains",30,0,5558,88,11,18,"15-30","Pay as you go","active",25,303.57,"CHURN"
0,"No Complains",28,0,2580,12,0,8,"30-45","Pay as you go","active",30,103.68,"non-CHURN"
4,"No Complains",29,0,2730,31,0,10,"15-30","Pay as you go","non-active",25,124.245,"CHURN"
4,"Complains",30,0,2008,34,19,25,"30-45","Pay as you go","non-active",30,157.68,"CHURN"
0,"No Complains",30,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,"CHURN"
0,"No Complains",30,0,0,0,0,0,"30-45","Pay as you go","active",30,0,"non-CHURN"
0,"No Complains",27,0,6525,87,0,16,"45-60","Pay as you go","active",45,165.3,"non-CHURN"
0,"Complains",30,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"CHURN"
0,"Complains",30,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"CHURN"
20,"No Complains",25,2,15815,228,0,74,"15-30","Pay as you go","active",25,721.935,"non-CHURN"
1,"No Complains",28,2,6705,106,256,27,"15-30","contractual","active",25,1458.495,"non-CHURN"
0,"No Complains",30,0,3458,72,0,22,"15-30","Pay as you go","active",25,158.85,"non-CHURN"
0,"No Complains",29,0,1405,34,23,14,"30-45","Pay as you go","non-active",30,149.56,"non-CHURN"
1,"No Complains",30,0,2520,43,160,17,"15-30","Pay as you go","active",25,835.335,"non-CHURN"
0,"No Complains",21,0,1055,26,178,5,"15-30","contractual","active",25,849.645,"non-CHURN"
0,"No Complains",20,0,1308,29,15,62,"45-60","Pay as you go","active",45,70.925,"non-CHURN"
6,"No Complains",21,0,440,15,0,1,"15-30","Pay as you go","non-active",25,20.475,"non-CHURN"
0,"No Complains",20,0,0,0,6,0,"45-60","Pay as you go","non-active",45,15,"non-CHURN"
5,"No Complains",19,0,965,22,4,7,"15-30","Pay as you go","active",25,62.415,"non-CHURN"
0,"No Complains",19,0,2965,51,0,17,"30-45","Pay as you go","active",30,120.64,"non-CHURN"
0,"No Complains",12,0,1435,16,13,8,"15-30","Pay as you go","active",25,123.795,"non-CHURN"
11,"No Complains",11,0,6133,131,70,36,"<15","contractual","active",15,729.52,"non-CHURN"
7,"No Complains",9,0,8673,161,58,34,"45-60","Pay as you go","active",45,365.85,"non-CHURN"
3,"No Complains",10,2,2593,35,16,13,"30-45","Pay as you go","active",30,169.12,"non-CHURN"
0,"No Complains",3,0,4130,30,200,4,"30-45","Pay as you go","active",30,966.4,"non-CHURN"
0,"Complains",3,0,1228,9,0,1,"15-30","Pay as you go","active",25,55.665,"CHURN"
10,"No Complains",41,0,4550,79,16,22,"30-45","Pay as you go","active",30,249.16,"non-CHURN"
2,"No Complains",42,0,498,13,18,9,"15-30","Pay as you go","non-active",25,103.995,"non-CHURN"
12,"No Complains",40,0,2633,68,370,29,"30-45","Pay as you go","active",30,1588.04,"non-CHURN"
12,"No Complains",41,0,4378,74,12,40,"<15","Pay as you go","active",15,310.86,"non-CHURN"
5,"No Complains",41,0,2573,66,13,38,"<15","Pay as you go","active",15,216.645,"non-CHURN"
13,"No Complains",41,1,3955,90,43,33,"30-45","Pay as you go","active",30,333.8,"non-CHURN"
6,"No Complains",41,0,2540,47,296,23,"30-45","Pay as you go","active",30,1287.48,"non-CHURN"
15,"No Complains",40,2,9295,129,155,48,"30-45","Pay as you go","active",30,996.96,"non-CHURN"
9,"No Complains",41,0,13953,177,11,49,"30-45","Pay as you go","active",30,609.2,"non-CHURN"
9,"No Complains",41,1,4695,91,13,30,"30-45","Pay as you go","active",30,243.44,"non-CHURN"
8,"No Complains",41,0,6098,103,18,17,"30-45","Pay as you go","active",30,320.04,"non-CHURN"
11,"No Complains",41,0,2418,62,19,22,"30-45","Pay as you go","non-active",30,175.2,"non-CHURN"
27,"No Complains",41,3,15320,233,65,37,"30-45","Pay as you go","active",30,882.12,"non-CHURN"
6,"No Complains",41,1,3275,35,494,13,"30-45","Pay as you go","active",30,2108.4,"non-CHURN"
11,"No Complains",40,0,15665,190,161,35,"15-30","Pay as you go","active",25,1437.975,"non-CHURN"
5,"No Complains",40,1,6680,94,197,31,"30-45","Pay as you go","active",30,1058.96,"non-CHURN"
2,"No Complains",40,0,1055,22,11,16,"15-30","Pay as you go","non-active",25,97.965,"non-CHURN"
4,"No Complains",41,0,890,22,24,13,"30-45","Pay as you go","non-active",30,132.48,"non-CHURN"
2,"No Complains",40,0,180,8,11,5,"15-30","Pay as you go","non-active",25,57.96,"CHURN"
5,"No Complains",40,0,7688,135,395,48,"15-30","Pay as you go","active",25,2129.535,"non-CHURN"
9,"No Complains",40,1,11645,162,22,52,"45-60","Pay as you go","active",45,350.175,"non-CHURN"
10,"No Complains",40,1,6898,83,119,42,"15-30","Pay as you go","active",25,849.645,"non-CHURN"
25,"Complains",36,0,1135,55,27,22,"15-30","Pay as you go","non-active",25,175.05,"CHURN"
23,"No Complains",39,8,10615,101,12,47,"60-75","Pay as you go","active",55,178.74,"non-CHURN"
15,"No Complains",39,1,5998,106,37,29,"15-30","Pay as you go","active",25,441.18,"non-CHURN"
3,"No Complains",37,0,3020,30,11,19,"30-45","Pay as you go","active",30,166,"non-CHURN"
11,"Complains",38,0,3170,49,20,21,"30-45","Pay as you go","non-active",30,208.76,"CHURN"
11,"Complains",39,0,2448,52,45,36,"30-45","Pay as you go","non-active",30,280,"CHURN"
2,"Complains",39,0,313,10,11,7,"30-45","Pay as you go","non-active",30,56.92,"CHURN"
3,"No Complains",39,0,1848,33,11,11,"30-45","Pay as you go","active",30,119.24,"non-CHURN"
5,"No Complains",36,1,6965,105,25,27,"60-75","Pay as you go","active",55,143.55,"non-CHURN"
2,"No Complains",39,0,808,15,20,9,"45-60","Pay as you go","non-active",45,70.575,"CHURN"
2,"No Complains",39,1,518,12,15,7,"60-75","Pay as you go","active",55,30.45,"non-CHURN"
27,"Complains",34,3,16255,246,11,85,"15-30","Pay as you go","active",25,792.045,"non-CHURN"
8,"No Complains",37,3,7145,124,282,38,"15-30","contractual","active",25,1596.105,"non-CHURN"
4,"No Complains",39,0,3898,90,13,33,"15-30","Pay as you go","active",25,237.96,"non-CHURN"
5,"No Complains",38,0,1845,52,49,25,"30-45","Pay as you go","non-active",30,271.88,"non-CHURN"
8,"No Complains",39,0,2960,61,186,28,"15-30","Pay as you go","active",25,972.945,"non-CHURN"
6,"Complains",30,1,1495,44,204,16,"15-30","contractual","active",25,987.255,"CHURN"
6,"No Complains",29,0,1748,47,41,73,"45-60","Pay as you go","active",45,147.375,"non-CHURN"
13,"No Complains",30,0,880,33,21,12,"15-30","Pay as you go","non-active",25,135.585,"non-CHURN"
2,"No Complains",29,0,1005,18,32,8,"45-60","Pay as you go","non-active",45,105.575,"non-CHURN"
12,"No Complains",28,0,1405,40,30,18,"15-30","Pay as you go","active",25,200.025,"non-CHURN"
4,"No Complains",28,0,3405,69,19,28,"30-45","Pay as you go","active",30,214.96,"non-CHURN"
4,"No Complains",21,0,1875,34,39,19,"15-30","Pay as you go","active",25,261.405,"non-CHURN"
18,"No Complains",20,1,6573,149,96,47,"15-30","contractual","active",25,734.49,"non-CHURN"
14,"No Complains",18,0,9113,179,84,45,"45-60","Pay as you go","active",45,442.3,"non-CHURN"
10,"No Complains",19,3,3033,53,42,24,"30-45","Pay as you go","active",30,291.44,"non-CHURN"
4,"No Complains",12,1,4570,48,226,15,"30-45","Pay as you go","active",30,1088.72,"non-CHURN"
5,"No Complains",12,1,1668,27,11,12,"30-45","Pay as you go","active",30,111.8,"CHURN"
6,"No Complains",35,0,4190,63,0,12,"30-45","Pay as you go","active",30,170.12,"non-CHURN"
0,"No Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
8,"No Complains",34,0,2273,52,348,19,"30-45","Pay as you go","active",30,1485,"non-CHURN"
8,"No Complains",35,0,4018,58,0,30,"<15","Pay as you go","active",15,224.18,"non-CHURN"
1,"No Complains",35,0,2213,50,0,28,"<15","Pay as you go","active",15,124.465,"non-CHURN"
9,"No Complains",35,1,3595,74,21,23,"30-45","Pay as you go","active",30,230.76,"non-CHURN"
2,"No Complains",35,0,2180,31,274,13,"30-45","Pay as you go","active",30,1184.44,"non-CHURN"
11,"No Complains",34,2,8935,113,133,38,"30-45","Pay as you go","active",30,893.92,"non-CHURN"
5,"No Complains",35,0,13593,161,0,39,"30-45","Pay as you go","active",30,550.16,"non-CHURN"
5,"No Complains",35,1,4335,75,0,20,"30-45","Pay as you go","active",30,176.4,"non-CHURN"
4,"No Complains",35,0,5738,87,0,7,"30-45","Pay as you go","active",30,233,"non-CHURN"
7,"No Complains",35,0,2058,46,0,12,"30-45","Pay as you go","non-active",30,84.16,"non-CHURN"
23,"No Complains",35,3,14960,217,43,27,"30-45","Pay as you go","active",30,779.08,"non-CHURN"
2,"No Complains",35,1,2915,19,472,3,"30-45","Pay as you go","active",30,2005.36,"non-CHURN"
7,"No Complains",34,0,15305,174,139,25,"15-30","Pay as you go","active",25,1322.055,"non-CHURN"
1,"No Complains",34,1,6320,78,175,21,"30-45","Pay as you go","active",30,955.92,"non-CHURN"
0,"No Complains",34,0,695,6,0,6,"15-30","Pay as you go","non-active",25,31.545,"non-CHURN"
0,"No Complains",35,0,530,6,2,3,"30-45","Pay as you go","non-active",30,29.44,"non-CHURN"
0,"Complains",34,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
1,"No Complains",34,0,7328,119,373,38,"15-30","Pay as you go","active",25,2013.615,"non-CHURN"
5,"No Complains",34,1,11285,146,0,42,"45-60","Pay as you go","active",45,285.775,"non-CHURN"
6,"No Complains",34,1,6538,67,97,32,"15-30","Pay as you go","active",25,733.725,"non-CHURN"
21,"Complains",30,0,775,39,5,12,"15-30","Pay as you go","non-active",25,59.13,"CHURN"
19,"No Complains",33,8,10255,85,0,37,"60-75","Pay as you go","active",55,155.1,"non-CHURN"
11,"Complains",33,1,5638,90,15,19,"15-30","Pay as you go","active",25,325.26,"CHURN"
0,"No Complains",31,0,2660,14,0,9,"30-45","Pay as you go","active",30,106.96,"non-CHURN"
7,"No Complains",32,0,2810,33,0,11,"30-45","Pay as you go","non-active",30,113.72,"CHURN"
7,"Complains",33,0,2088,36,23,26,"30-45","Pay as you go","non-active",30,176.96,"CHURN"
0,"No Complains",33,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,"CHURN"
0,"No Complains",33,0,1488,17,0,1,"30-45","Pay as you go","active",30,60.2,"non-CHURN"
1,"No Complains",30,1,6605,89,3,17,"60-75","Pay as you go","active",55,104.91,"non-CHURN"
0,"No Complains",33,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"CHURN"
0,"No Complains",33,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"non-CHURN"
23,"No Complains",28,3,15895,230,0,75,"15-30","Pay as you go","active",25,725.625,"non-CHURN"
4,"No Complains",31,3,6785,108,260,28,"15-30","contractual","active",25,1480.185,"non-CHURN"
0,"No Complains",33,0,3538,74,0,23,"15-30","Pay as you go","active",25,162.54,"non-CHURN"
1,"No Complains",32,0,1485,36,27,15,"30-45","Pay as you go","non-active",30,168.84,"non-CHURN"
4,"No Complains",33,0,2600,45,164,18,"15-30","Pay as you go","active",25,857.025,"non-CHURN"
2,"No Complains",24,1,1135,28,182,6,"15-30","contractual","active",25,871.335,"non-CHURN"
2,"No Complains",23,0,1388,31,19,63,"45-60","Pay as you go","active",45,82.975,"non-CHURN"
9,"No Complains",24,0,520,17,0,2,"15-30","Pay as you go","non-active",25,24.165,"non-CHURN"
0,"No Complains",23,0,0,0,10,0,"45-60","Pay as you go","non-active",45,25,"non-CHURN"
8,"No Complains",22,0,1045,24,8,8,"15-30","Pay as you go","active",25,84.105,"non-CHURN"
0,"No Complains",22,0,3045,53,0,18,"30-45","Pay as you go","active",30,123.92,"non-CHURN"
0,"No Complains",15,0,1515,18,17,9,"15-30","Pay as you go","active",25,145.485,"non-CHURN"
14,"No Complains",14,1,6213,133,74,37,"15-30","contractual","active",25,618.57,"non-CHURN"
10,"No Complains",12,0,8753,163,62,35,"45-60","Pay as you go","active",45,377.9,"non-CHURN"
6,"No Complains",13,3,2673,37,20,14,"30-45","Pay as you go","active",30,188.4,"non-CHURN"
0,"No Complains",6,1,4210,32,204,5,"30-45","Pay as you go","active",30,985.68,"non-CHURN"
1,"No Complains",6,1,1308,11,0,2,"30-45","Pay as you go","active",30,52.76,"CHURN"
12,"No Complains",38,2,4970,81,26,32,"30-45","Pay as you go","active",30,306.04,"non-CHURN"
4,"No Complains",39,0,918,15,28,19,"30-45","Pay as you go","non-active",30,149.32,"non-CHURN"
14,"No Complains",37,2,3053,70,380,39,"30-45","Pay as you go","active",30,1644.92,"non-CHURN"
14,"No Complains",38,2,4798,76,22,50,"<15","Pay as you go","active",15,389.07,"non-CHURN"
7,"No Complains",38,2,2993,68,23,48,"15-30","Pay as you go","active",25,241.245,"non-CHURN"
15,"No Complains",38,3,4375,92,53,43,"30-45","Pay as you go","active",30,390.68,"non-CHURN"
8,"No Complains",38,2,2960,49,306,33,"30-45","Pay as you go","active",30,1344.36,"non-CHURN"
17,"No Complains",37,4,9715,131,165,58,"30-45","contractual","active",30,1053.84,"non-CHURN"
11,"No Complains",38,2,14373,179,21,59,"30-45","Pay as you go","active",30,666.08,"non-CHURN"
11,"No Complains",38,3,5115,93,23,40,"30-45","Pay as you go","active",30,300.32,"non-CHURN"
10,"No Complains",38,2,6518,105,28,27,"30-45","Pay as you go","active",30,376.92,"non-CHURN"
13,"No Complains",38,0,2838,64,29,32,"30-45","Pay as you go","non-active",30,232.08,"non-CHURN"
29,"No Complains",38,5,15740,235,75,47,"30-45","Pay as you go","active",30,939,"non-CHURN"
8,"No Complains",38,3,3695,37,504,23,"30-45","Pay as you go","active",30,2165.28,"non-CHURN"
13,"No Complains",37,2,16085,192,171,45,"15-30","Pay as you go","active",25,1501.965,"non-CHURN"
7,"No Complains",37,3,7100,96,207,41,"30-45","Pay as you go","active",30,1115.84,"non-CHURN"
4,"No Complains",37,0,1475,24,21,26,"15-30","Pay as you go","non-active",25,161.955,"non-CHURN"
6,"No Complains",38,0,1310,24,34,23,"30-45","Pay as you go","non-active",30,189.36,"non-CHURN"
4,"No Complains",37,0,600,10,21,15,"15-30","Pay as you go","non-active",25,121.95,"CHURN"
7,"No Complains",37,2,8108,137,405,58,"30-45","Pay as you go","active",30,1949.8,"non-CHURN"
11,"No Complains",37,3,12065,164,32,62,"45-60","Pay as you go","active",45,385.725,"non-CHURN"
12,"No Complains",37,3,7318,85,129,52,"15-30","Pay as you go","active",25,913.635,"non-CHURN"
27,"Complains",33,0,1555,57,37,32,"30-45","Pay as you go","non-active",30,212.48,"CHURN"
25,"No Complains",36,10,11035,103,22,57,"60-75","contractual","active",55,200.07,"non-CHURN"
17,"No Complains",36,3,6418,108,47,39,"15-30","Pay as you go","active",25,505.17,"non-CHURN"
5,"No Complains",34,2,3440,32,21,29,"30-45","Pay as you go","active",30,222.88,"non-CHURN"
13,"Complains",35,0,3590,51,30,31,"30-45","Pay as you go","non-active",30,265.64,"CHURN"
13,"Complains",36,0,2868,54,55,46,"30-45","Pay as you go","non-active",30,336.88,"CHURN"
4,"No Complains",36,0,733,12,21,17,"30-45","Pay as you go","non-active",30,113.8,"CHURN"
5,"No Complains",36,2,2268,35,21,21,"45-60","Pay as you go","active",45,110.075,"non-CHURN"
7,"No Complains",33,3,7385,107,35,37,"60-75","Pay as you go","active",55,164.88,"non-CHURN"
4,"No Complains",36,0,1228,17,30,19,"45-60","Pay as you go","non-active",45,106.125,"CHURN"
4,"No Complains",36,3,938,14,25,17,"60-75","Pay as you go","active",55,51.78,"non-CHURN"
29,"No Complains",31,5,16675,248,21,95,"15-30","Pay as you go","active",25,856.035,"non-CHURN"
10,"No Complains",34,5,7565,126,292,48,"15-30","contractual","active",25,1660.095,"non-CHURN"
6,"No Complains",36,2,4318,92,23,43,"30-45","Pay as you go","active",30,268.4,"non-CHURN"
7,"Complains",35,0,2265,54,59,35,"30-45","Pay as you go","non-active",30,328.76,"CHURN"
10,"No Complains",36,2,3380,63,196,38,"15-30","Pay as you go","active",25,1036.935,"non-CHURN"
8,"No Complains",27,3,1915,46,214,26,"15-30","contractual","active",25,1051.245,"non-CHURN"
8,"No Complains",26,2,2168,49,51,83,"45-60","Pay as you go","active",45,182.925,"non-CHURN"
15,"No Complains",27,0,1300,35,31,22,"30-45","Pay as you go","non-active",30,177.4,"non-CHURN"
4,"No Complains",26,0,1425,20,42,18,"45-60","Pay as you go","non-active",45,141.125,"non-CHURN"
14,"No Complains",25,2,1825,42,40,28,"15-30","Pay as you go","active",25,264.015,"non-CHURN"
6,"No Complains",25,2,3825,71,29,38,"30-45","Pay as you go","active",30,271.84,"non-CHURN"
6,"No Complains",18,2,2295,36,49,29,"15-30","Pay as you go","active",25,325.395,"non-CHURN"
